Complaint_No,Weapon_Type
20140202142200,"Personal Weapons (hands,feet,teeth,etc.)"
20140202143601,"Personal Weapons (hands,feet,teeth,etc.)"
20140202151200,"Personal Weapons (hands,feet,teeth,etc.)"
20140202165101,"Personal Weapons (hands,feet,teeth,etc.)"
20140202190001,Other Weapon                            
20140202190602,"Personal Weapons (hands,feet,teeth,etc.)"
20140202191602,Vehicle                                 
20140202194701,"Personal Weapons (hands,feet,teeth,etc.)"
20140202195802,Handgun                                 
20140202204501,Other Weapon                            
20140202214102,"Personal Weapons (hands,feet,teeth,etc.)"
20140202214102,Chemicals/Acids                         
20140202220103,Handgun                                 
20140202224304,Handgun                                 
20140202230005,Other Weapon                            
20140202230501,"Personal Weapons (hands,feet,teeth,etc.)"
20140202232000,"Personal Weapons (hands,feet,teeth,etc.)"
20140203002302,"Personal Weapons (hands,feet,teeth,etc.)"
20140203012600,"Personal Weapons (hands,feet,teeth,etc.)"
20140203023000,Knife                                   
20140203041300,"Personal Weapons (hands,feet,teeth,etc.)"
20140203053900,Handgun                                 
20140203054800,Knife                                   
20140203090101,"Personal Weapons (hands,feet,teeth,etc.)"
20140203090302,"Personal Weapons (hands,feet,teeth,etc.)"
20140203094501,"Personal Weapons (hands,feet,teeth,etc.)"
20140203111300,"Personal Weapons (hands,feet,teeth,etc.)"
20140203111602,Not Applicable/None                     
20140203112503,Handgun                                 
20140203125004,"Personal Weapons (hands,feet,teeth,etc.)"
20140203130301,"Personal Weapons (hands,feet,teeth,etc.)"
20140203132200,"Personal Weapons (hands,feet,teeth,etc.)"
20140203132703,Unknown/Not Stated                      
20140203142506,Knife                                   
20140203155900,"Personal Weapons (hands,feet,teeth,etc.)"
20140203162203,"Personal Weapons (hands,feet,teeth,etc.)"
20140203162600,"Personal Weapons (hands,feet,teeth,etc.)"
20140203170000,Handgun                                 
20140203171304,"Personal Weapons (hands,feet,teeth,etc.)"
20140203171602,Pliers/Wrench                           
20140203172901,"Personal Weapons (hands,feet,teeth,etc.)"
20140203175301,Not Applicable/None                     
20140203190400,"Personal Weapons (hands,feet,teeth,etc.)"
20140203194601,"Personal Weapons (hands,feet,teeth,etc.)"
20140203202501,"Personal Weapons (hands,feet,teeth,etc.)"
20140203202802,"Personal Weapons (hands,feet,teeth,etc.)"
20140203203001,"Personal Weapons (hands,feet,teeth,etc.)"
20140203211303,"Personal Weapons (hands,feet,teeth,etc.)"
20140203212204,"Personal Weapons (hands,feet,teeth,etc.)"
20140203214401,Handgun                                 
20140203222002,Handgun                                 
20140203223701,"Personal Weapons (hands,feet,teeth,etc.)"
20140203224100,Handgun                                 
20140203225502,"Personal Weapons (hands,feet,teeth,etc.)"
20140203225904,"Personal Weapons (hands,feet,teeth,etc.)"
20140203232000,Handgun                                 
20140203232404,"Personal Weapons (hands,feet,teeth,etc.)"
20140203232903,"Personal Weapons (hands,feet,teeth,etc.)"
20140203233200,"Personal Weapons (hands,feet,teeth,etc.)"
20140203234500,"Personal Weapons (hands,feet,teeth,etc.)"
20140204014801,"Personal Weapons (hands,feet,teeth,etc.)"
20140204023201,"Personal Weapons (hands,feet,teeth,etc.)"
20140204030200,Handgun                                 
20140204030200,Undetermined Firearm                    
20140204030502,Not Applicable/None                     
20140204063202,"Personal Weapons (hands,feet,teeth,etc.)"
20140204063202,Handgun                                 
20140204075200,Knife                                   
20140204075302,"Personal Weapons (hands,feet,teeth,etc.)"
20140204090702,Razor                                   
20140204093603,"Personal Weapons (hands,feet,teeth,etc.)"
20140204095404,"Personal Weapons (hands,feet,teeth,etc.)"
20140204095708,"Personal Weapons (hands,feet,teeth,etc.)"
20140204101903,"Personal Weapons (hands,feet,teeth,etc.)"
20140204103203,Handgun                                 
20140204104801,Handgun                                 
20140204111406,Other Weapon                            
20140204113705,Handgun                                 
20140204124900,"Personal Weapons (hands,feet,teeth,etc.)"
20140204130800,"Personal Weapons (hands,feet,teeth,etc.)"
20140204134600,Not Applicable/None                     
20140204134601,"Personal Weapons (hands,feet,teeth,etc.)"
20140204140902,Knife                                   
20140204143901,"Personal Weapons (hands,feet,teeth,etc.)"
20140204144804,Handgun                                 
20140204145600,"Personal Weapons (hands,feet,teeth,etc.)"
20140204150300,"Personal Weapons (hands,feet,teeth,etc.)"
20140204150805,"Personal Weapons (hands,feet,teeth,etc.)"
20140204151109,"Personal Weapons (hands,feet,teeth,etc.)"
20140204155600,"Personal Weapons (hands,feet,teeth,etc.)"
20140204155701,"Personal Weapons (hands,feet,teeth,etc.)"
20140204161101,"Personal Weapons (hands,feet,teeth,etc.)"
20140204162603,Not Applicable/None                     
20140204164903,"Personal Weapons (hands,feet,teeth,etc.)"
20140204172801,Handgun                                 
20140204175602,"Personal Weapons (hands,feet,teeth,etc.)"
20140204175803,Not Applicable/None                     
20140204184201,"Personal Weapons (hands,feet,teeth,etc.)"
20140204195600,Shotgun                                 
20140204214500,"Personal Weapons (hands,feet,teeth,etc.)"
20140204223002,Handgun                                 
20140204234802,"Personal Weapons (hands,feet,teeth,etc.)"
20140204235002,"Personal Weapons (hands,feet,teeth,etc.)"
20140205003000,Handgun                                 
20140205022603,Handgun                                 
20140205060001,Handgun                                 
20140205071202,"Blunt Object(club,hammer,etc)           "
20140205073802,"Personal Weapons (hands,feet,teeth,etc.)"
20140205073802,"Blunt Object(club,hammer,etc)           "
20140205090603,"Personal Weapons (hands,feet,teeth,etc.)"
20140205105706,Not Applicable/None                     
20140205122702,Knife                                   
20140205130100,"Personal Weapons (hands,feet,teeth,etc.)"
20140205130308,"Personal Weapons (hands,feet,teeth,etc.)"
20140205131702,Other Weapon                            
20140205131702,"Personal Weapons (hands,feet,teeth,etc.)"
20140205133004,"Personal Weapons (hands,feet,teeth,etc.)"
20140205133902,"Personal Weapons (hands,feet,teeth,etc.)"
20140205134505,"Personal Weapons (hands,feet,teeth,etc.)"
20140205143600,"Personal Weapons (hands,feet,teeth,etc.)"
20140205153103,Handgun                                 
20140205170001,"Personal Weapons (hands,feet,teeth,etc.)"
20140205170201,"Personal Weapons (hands,feet,teeth,etc.)"
20140205174402,Knife                                   
20140205182405,"Personal Weapons (hands,feet,teeth,etc.)"
20140205185202,"Personal Weapons (hands,feet,teeth,etc.)"
20140205191000,Handgun                                 
20140205192703,"Personal Weapons (hands,feet,teeth,etc.)"
20140205193404,"Personal Weapons (hands,feet,teeth,etc.)"
20140205193901,"Personal Weapons (hands,feet,teeth,etc.)"
20140205194603,"Personal Weapons (hands,feet,teeth,etc.)"
20140205221501,Vehicle                                 
20140205223801,Handgun                                 
20140205225900,"Personal Weapons (hands,feet,teeth,etc.)"
20140205234600,Other Weapon                            
20140206004401,"Personal Weapons (hands,feet,teeth,etc.)"
20140206010300,"Personal Weapons (hands,feet,teeth,etc.)"
20140206010802,Handgun                                 
20140206013602,"Personal Weapons (hands,feet,teeth,etc.)"
20140206031303,Handgun                                 
20140206080205,Other Weapon                            
20140206085006,"Personal Weapons (hands,feet,teeth,etc.)"
20140206091805,Puncturing Tool/Device                  
20140206101200,Not Applicable/None                     
20140206103404,"Personal Weapons (hands,feet,teeth,etc.)"
20140206111102,"Personal Weapons (hands,feet,teeth,etc.)"
20140206112400,Handgun                                 
20140206112601,"Personal Weapons (hands,feet,teeth,etc.)"
20140206123003,Knife                                   
20140206123601,"Personal Weapons (hands,feet,teeth,etc.)"
20140206125505,"Personal Weapons (hands,feet,teeth,etc.)"
20140206132604,"Personal Weapons (hands,feet,teeth,etc.)"
20140206143803,Unknown/Not Stated                      
20140206144200,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20140206152001,"Personal Weapons (hands,feet,teeth,etc.)"
20140206154000,Other Weapon                            
20140206163800,"Blunt Object(club,hammer,etc)           "
20140206171701,"Personal Weapons (hands,feet,teeth,etc.)"
20140206173401,"Personal Weapons (hands,feet,teeth,etc.)"
20140206174400,"Personal Weapons (hands,feet,teeth,etc.)"
20140206181601,Handgun                                 
20140206191200,"Personal Weapons (hands,feet,teeth,etc.)"
20140206191400,Handgun                                 
20140206210006,Handgun                                 
20140206213900,"Personal Weapons (hands,feet,teeth,etc.)"
20140206230602,"Personal Weapons (hands,feet,teeth,etc.)"
20140206233500,"Personal Weapons (hands,feet,teeth,etc.)"
20140207002002,"Personal Weapons (hands,feet,teeth,etc.)"
20140207003400,"Personal Weapons (hands,feet,teeth,etc.)"
20140207062502,"Personal Weapons (hands,feet,teeth,etc.)"
20140207112800,"Personal Weapons (hands,feet,teeth,etc.)"
20140207122802,"Personal Weapons (hands,feet,teeth,etc.)"
20140207132100,Not Applicable/None                     
20140207132305,"Personal Weapons (hands,feet,teeth,etc.)"
20140207132903,"Personal Weapons (hands,feet,teeth,etc.)"
20140207135502,Rifle                                   
20140207141902,Not Applicable/None                     
20140207142002,"Personal Weapons (hands,feet,teeth,etc.)"
20140207144900,"Personal Weapons (hands,feet,teeth,etc.)"
20140207151606,"Personal Weapons (hands,feet,teeth,etc.)"
20140207151707,"Personal Weapons (hands,feet,teeth,etc.)"
20140207162204,Not Applicable/None                     
20140207172403,"Personal Weapons (hands,feet,teeth,etc.)"
20140207174901,Knife                                   
20140207175004,"Personal Weapons (hands,feet,teeth,etc.)"
20140207184901,Handgun                                 
20140207192803,"Personal Weapons (hands,feet,teeth,etc.)"
20140207193800,"Personal Weapons (hands,feet,teeth,etc.)"
20140207201301,Not Applicable/None                     
20140207201301,Unknown/Not Stated                      
20140207202900,"Personal Weapons (hands,feet,teeth,etc.)"
20140207204402,"Personal Weapons (hands,feet,teeth,etc.)"
20140207204603,"Personal Weapons (hands,feet,teeth,etc.)"
20140207214404,"Personal Weapons (hands,feet,teeth,etc.)"
20140207215507,"Personal Weapons (hands,feet,teeth,etc.)"
20140207220101,"Personal Weapons (hands,feet,teeth,etc.)"
20140207231606,"Personal Weapons (hands,feet,teeth,etc.)"
20140207232203,Handgun                                 
20140207232507,"Personal Weapons (hands,feet,teeth,etc.)"
20140207232507,Handgun                                 
20140208002201,Handgun                                 
20140208012200,Other Weapon                            
20140208015203,"Blunt Object(club,hammer,etc)           "
20140208021306,"Personal Weapons (hands,feet,teeth,etc.)"
20140208021306,Other Weapon                            
20140208021504,"Personal Weapons (hands,feet,teeth,etc.)"
20140208024201,"Personal Weapons (hands,feet,teeth,etc.)"
20140208024201,Handgun                                 
20140208024803,"Personal Weapons (hands,feet,teeth,etc.)"
20140208035000,"Personal Weapons (hands,feet,teeth,etc.)"
20140208044802,"Blunt Object(club,hammer,etc)           "
20140208062502,Handgun                                 
20140208070600,"Personal Weapons (hands,feet,teeth,etc.)"
20140208090800,"Personal Weapons (hands,feet,teeth,etc.)"
20140208101800,"Personal Weapons (hands,feet,teeth,etc.)"
20140208103401,"Personal Weapons (hands,feet,teeth,etc.)"
20140208110401,Handgun                                 
20140208113902,"Personal Weapons (hands,feet,teeth,etc.)"
20140208113902,Handgun                                 
20140208114102,Other Weapon                            
20140208114500,"Personal Weapons (hands,feet,teeth,etc.)"
20140208132001,"Personal Weapons (hands,feet,teeth,etc.)"
20140208132403,"Personal Weapons (hands,feet,teeth,etc.)"
20140208132403,Knife                                   
20140208134701,"Personal Weapons (hands,feet,teeth,etc.)"
20140208141900,"Personal Weapons (hands,feet,teeth,etc.)"
20140208142403,"Personal Weapons (hands,feet,teeth,etc.)"
20140208150601,Other Weapon                            
20140208150601,"Personal Weapons (hands,feet,teeth,etc.)"
20140208152900,Handgun                                 
20140208160102,Handgun                                 
20140208190300,"Personal Weapons (hands,feet,teeth,etc.)"
20140208192604,"Personal Weapons (hands,feet,teeth,etc.)"
20140208193800,"Personal Weapons (hands,feet,teeth,etc.)"
20140208200001,"Personal Weapons (hands,feet,teeth,etc.)"
20140208204901,Knife                                   
20140208222901,"Personal Weapons (hands,feet,teeth,etc.)"
20140208231402,Handgun                                 
20140208234000,"Personal Weapons (hands,feet,teeth,etc.)"
20140208234503,Knife                                   
20140208235602,Handgun                                 
20140209003201,Handgun                                 
20140209011305,Knife                                   
20140209012603,"Personal Weapons (hands,feet,teeth,etc.)"
20140209020000,"Personal Weapons (hands,feet,teeth,etc.)"
20140209021201,Other Cutting Instrument                
20140209022300,Handgun                                 
20140209023201,"Personal Weapons (hands,feet,teeth,etc.)"
20140209024101,Handgun                                 
20140209024403,"Personal Weapons (hands,feet,teeth,etc.)"
20140209033900,Handgun                                 
20140209034400,"Personal Weapons (hands,feet,teeth,etc.)"
20140209035100,"Blunt Object(club,hammer,etc)           "
20140209035100,"Personal Weapons (hands,feet,teeth,etc.)"
20140209050002,"Personal Weapons (hands,feet,teeth,etc.)"
20140209050005,"Personal Weapons (hands,feet,teeth,etc.)"
20140209103801,Knife                                   
20140209105001,Handgun                                 
20140209130401,"Personal Weapons (hands,feet,teeth,etc.)"
20140209140603,"Personal Weapons (hands,feet,teeth,etc.)"
20140209140801,"Personal Weapons (hands,feet,teeth,etc.)"
20140209143101,"Personal Weapons (hands,feet,teeth,etc.)"
20140209145404,"Personal Weapons (hands,feet,teeth,etc.)"
20140209153801,"Personal Weapons (hands,feet,teeth,etc.)"
20140209160701,"Personal Weapons (hands,feet,teeth,etc.)"
20140209161201,"Personal Weapons (hands,feet,teeth,etc.)"
20140209162703,"Personal Weapons (hands,feet,teeth,etc.)"
20140209162703,Knife                                   
20140209164300,"Personal Weapons (hands,feet,teeth,etc.)"
20140209164602,"Personal Weapons (hands,feet,teeth,etc.)"
20140209164603,"Personal Weapons (hands,feet,teeth,etc.)"
20140209164603,Handgun                                 
20140209170801,"Personal Weapons (hands,feet,teeth,etc.)"
20140209183603,"Personal Weapons (hands,feet,teeth,etc.)"
20140209183603,Other Weapon                            
20140209185302,"Personal Weapons (hands,feet,teeth,etc.)"
20140209194701,"Personal Weapons (hands,feet,teeth,etc.)"
20140209203500,"Personal Weapons (hands,feet,teeth,etc.)"
20140209203800,"Personal Weapons (hands,feet,teeth,etc.)"
20140209204900,Knife                                   
20140209210404,"Personal Weapons (hands,feet,teeth,etc.)"
20140209213702,Handgun                                 
20140209215300,"Personal Weapons (hands,feet,teeth,etc.)"
20140209215702,"Personal Weapons (hands,feet,teeth,etc.)"
20140209223102,Handgun                                 
20140209235803,"Personal Weapons (hands,feet,teeth,etc.)"
20140210002802,"Personal Weapons (hands,feet,teeth,etc.)"
20140210012600,"Personal Weapons (hands,feet,teeth,etc.)"
20140210021101,"Personal Weapons (hands,feet,teeth,etc.)"
20140210022403,Unknown/Not Stated                      
20140210033401,"Personal Weapons (hands,feet,teeth,etc.)"
20140210051501,Handgun                                 
20140210055500,"Personal Weapons (hands,feet,teeth,etc.)"
20140210092603,"Personal Weapons (hands,feet,teeth,etc.)"
20140210101900,Not Applicable/None                     
20140210105905,"Personal Weapons (hands,feet,teeth,etc.)"
20140210111405,"Personal Weapons (hands,feet,teeth,etc.)"
20140210121001,"Personal Weapons (hands,feet,teeth,etc.)"
20140210122505,"Personal Weapons (hands,feet,teeth,etc.)"
20140210131204,"Personal Weapons (hands,feet,teeth,etc.)"
20140210150003,Knife                                   
20140210153101,"Personal Weapons (hands,feet,teeth,etc.)"
20140210154502,"Personal Weapons (hands,feet,teeth,etc.)"
20140210160203,"Personal Weapons (hands,feet,teeth,etc.)"
20140210163300,"Personal Weapons (hands,feet,teeth,etc.)"
20140210173300,"Personal Weapons (hands,feet,teeth,etc.)"
20140210182801,"Personal Weapons (hands,feet,teeth,etc.)"
20140210184200,"Personal Weapons (hands,feet,teeth,etc.)"
20140210185601,Other Weapon                            
20140210192502,"Personal Weapons (hands,feet,teeth,etc.)"
20140210193000,Handgun                                 
20140210200701,Handgun                                 
20140210202700,Other Weapon                            
20140210220801,Handgun                                 
20140210221001,"Personal Weapons (hands,feet,teeth,etc.)"
20140210230301,"Personal Weapons (hands,feet,teeth,etc.)"
20140210234103,"Blunt Object(club,hammer,etc)           "
20140210234103,"Personal Weapons (hands,feet,teeth,etc.)"
20140210235500,"Personal Weapons (hands,feet,teeth,etc.)"
20140211001601,"Personal Weapons (hands,feet,teeth,etc.)"
20140211001601,Razor                                   
20140211002103,Knife                                   
20140211020801,"Personal Weapons (hands,feet,teeth,etc.)"
20140211034401,"Personal Weapons (hands,feet,teeth,etc.)"
20140211045300,"Personal Weapons (hands,feet,teeth,etc.)"
20140211074203,"Personal Weapons (hands,feet,teeth,etc.)"
20140211100203,"Personal Weapons (hands,feet,teeth,etc.)"
20140211101601,"Personal Weapons (hands,feet,teeth,etc.)"
20140211121601,"Personal Weapons (hands,feet,teeth,etc.)"
20140211123803,"Personal Weapons (hands,feet,teeth,etc.)"
20140211132605,"Personal Weapons (hands,feet,teeth,etc.)"
20140211140501,Other Weapon                            
20140211141900,Other Weapon                            
20140211143402,Not Applicable/None                     
20140211144402,"Personal Weapons (hands,feet,teeth,etc.)"
20140211145901,"Personal Weapons (hands,feet,teeth,etc.)"
20140211153601,"Personal Weapons (hands,feet,teeth,etc.)"
20140211160600,"Personal Weapons (hands,feet,teeth,etc.)"
20140211162601,"Personal Weapons (hands,feet,teeth,etc.)"
20140211164204,"Personal Weapons (hands,feet,teeth,etc.)"
20140211170503,"Personal Weapons (hands,feet,teeth,etc.)"
20140211174702,"Personal Weapons (hands,feet,teeth,etc.)"
20140211183901,Unknown/Not Stated                      
20140211192504,"Personal Weapons (hands,feet,teeth,etc.)"
20140211193102,Not Applicable/None                     
20140211205302,"Personal Weapons (hands,feet,teeth,etc.)"
20140211213702,"Personal Weapons (hands,feet,teeth,etc.)"
20140211214902,"Personal Weapons (hands,feet,teeth,etc.)"
20140211220202,"Personal Weapons (hands,feet,teeth,etc.)"
20140211220601,Unknown/Not Stated                      
20140211230701,Handgun                                 
20140211233200,Handgun                                 
20140211234501,Handgun                                 
20140211235902,"Personal Weapons (hands,feet,teeth,etc.)"
20140212024401,"Personal Weapons (hands,feet,teeth,etc.)"
20140212060600,Not Applicable/None                     
20140212085004,"Personal Weapons (hands,feet,teeth,etc.)"
20140212093602,"Personal Weapons (hands,feet,teeth,etc.)"
20140212114504,"Personal Weapons (hands,feet,teeth,etc.)"
20140212122501,"Personal Weapons (hands,feet,teeth,etc.)"
20140212131603,"Personal Weapons (hands,feet,teeth,etc.)"
20140212140200,"Personal Weapons (hands,feet,teeth,etc.)"
20140212154501,"Personal Weapons (hands,feet,teeth,etc.)"
20140212165800,"Personal Weapons (hands,feet,teeth,etc.)"
20140212181501,"Personal Weapons (hands,feet,teeth,etc.)"
20140212185500,"Personal Weapons (hands,feet,teeth,etc.)"
20140212212100,Not Applicable/None                     
20140213001001,"Personal Weapons (hands,feet,teeth,etc.)"
20140213005301,"Personal Weapons (hands,feet,teeth,etc.)"
20140213013400,Knife                                   
20140213032500,"Personal Weapons (hands,feet,teeth,etc.)"
20140213093200,"Personal Weapons (hands,feet,teeth,etc.)"
20140213125402,Knife                                   
20140213131402,"Personal Weapons (hands,feet,teeth,etc.)"
20140213135801,Handgun                                 
20140213135801,"Personal Weapons (hands,feet,teeth,etc.)"
20140213140201,"Personal Weapons (hands,feet,teeth,etc.)"
20140213140901,Handgun                                 
20140213142701,"Personal Weapons (hands,feet,teeth,etc.)"
20140213144901,"Personal Weapons (hands,feet,teeth,etc.)"
20140213145800,"Personal Weapons (hands,feet,teeth,etc.)"
20140213161800,"Personal Weapons (hands,feet,teeth,etc.)"
20140213161800,Handgun                                 
20140213171901,"Personal Weapons (hands,feet,teeth,etc.)"
20140213173701,"Personal Weapons (hands,feet,teeth,etc.)"
20140213174100,"Personal Weapons (hands,feet,teeth,etc.)"
20140213181000,"Personal Weapons (hands,feet,teeth,etc.)"
20140213191701,"Personal Weapons (hands,feet,teeth,etc.)"
20140213193601,Not Applicable/None                     
20140213201303,"Personal Weapons (hands,feet,teeth,etc.)"
20140214030501,Other Weapon                            
20140214030501,"Personal Weapons (hands,feet,teeth,etc.)"
20140214040200,"Personal Weapons (hands,feet,teeth,etc.)"
20140214061000,"Personal Weapons (hands,feet,teeth,etc.)"
20140214074004,"Personal Weapons (hands,feet,teeth,etc.)"
20140214090400,Other Weapon                            
20140214093701,Handgun                                 
20140214093701,"Personal Weapons (hands,feet,teeth,etc.)"
20140214101900,Not Applicable/None                     
20140214102501,"Personal Weapons (hands,feet,teeth,etc.)"
20140214102902,"Personal Weapons (hands,feet,teeth,etc.)"
20140214130201,Handgun                                 
20140214133802,"Personal Weapons (hands,feet,teeth,etc.)"
20140214141703,Knife                                   
20140214141901,"Personal Weapons (hands,feet,teeth,etc.)"
20140214143403,"Personal Weapons (hands,feet,teeth,etc.)"
20140214143500,"Personal Weapons (hands,feet,teeth,etc.)"
20140214143500,Knife                                   
20140214151001,Handgun                                 
20140214152803,Other Weapon                            
20140214165303,Not Applicable/None                     
20140214165802,"Personal Weapons (hands,feet,teeth,etc.)"
20140214171702,"Personal Weapons (hands,feet,teeth,etc.)"
20140214173100,"Personal Weapons (hands,feet,teeth,etc.)"
20140214191401,"Personal Weapons (hands,feet,teeth,etc.)"
20140214192101,Not Applicable/None                     
20140214204301,Knife                                   
20140214204700,"Personal Weapons (hands,feet,teeth,etc.)"
20140214210101,"Personal Weapons (hands,feet,teeth,etc.)"
20140214223700,"Personal Weapons (hands,feet,teeth,etc.)"
20140215011902,"Personal Weapons (hands,feet,teeth,etc.)"
20140215022902,"Personal Weapons (hands,feet,teeth,etc.)"
20140215030800,"Personal Weapons (hands,feet,teeth,etc.)"
20140215032401,"Personal Weapons (hands,feet,teeth,etc.)"
20140215033301,"Personal Weapons (hands,feet,teeth,etc.)"
20140215034900,"Personal Weapons (hands,feet,teeth,etc.)"
20140215064401,Handgun                                 
20140215083000,"Personal Weapons (hands,feet,teeth,etc.)"
20140215090100,Handgun                                 
20140215093602,"Personal Weapons (hands,feet,teeth,etc.)"
20140215105002,Not Applicable/None                     
20140215115700,"Personal Weapons (hands,feet,teeth,etc.)"
20140215123000,Not Applicable/None                     
20140215133103,"Personal Weapons (hands,feet,teeth,etc.)"
20140215133906,Knife                                   
20140215134902,"Personal Weapons (hands,feet,teeth,etc.)"
20140215140002,"Personal Weapons (hands,feet,teeth,etc.)"
20140215145401,"Personal Weapons (hands,feet,teeth,etc.)"
20140215152602,"Personal Weapons (hands,feet,teeth,etc.)"
20140215154505,"Personal Weapons (hands,feet,teeth,etc.)"
20140215173204,"Personal Weapons (hands,feet,teeth,etc.)"
20140215191002,"Personal Weapons (hands,feet,teeth,etc.)"
20140215192201,"Personal Weapons (hands,feet,teeth,etc.)"
20140215201502,Handgun                                 
20140215202203,"Personal Weapons (hands,feet,teeth,etc.)"
20140215205800,"Personal Weapons (hands,feet,teeth,etc.)"
20140215214102,"Personal Weapons (hands,feet,teeth,etc.)"
20140215222101,"Personal Weapons (hands,feet,teeth,etc.)"
20140215230801,"Personal Weapons (hands,feet,teeth,etc.)"
20140215234900,Handgun                                 
20140216011000,Knife                                   
20140216011503,Handgun                                 
20140216014700,"Personal Weapons (hands,feet,teeth,etc.)"
20140216015401,"Personal Weapons (hands,feet,teeth,etc.)"
20140216015600,"Personal Weapons (hands,feet,teeth,etc.)"
20140216030800,"Personal Weapons (hands,feet,teeth,etc.)"
20140216033000,"Personal Weapons (hands,feet,teeth,etc.)"
20140216040100,"Personal Weapons (hands,feet,teeth,etc.)"
20140216042100,"Personal Weapons (hands,feet,teeth,etc.)"
20140216062500,"Personal Weapons (hands,feet,teeth,etc.)"
20140216080400,"Personal Weapons (hands,feet,teeth,etc.)"
20140216080400,Handgun                                 
20140216104202,"Personal Weapons (hands,feet,teeth,etc.)"
20140216115600,"Personal Weapons (hands,feet,teeth,etc.)"
20140216134401,"Personal Weapons (hands,feet,teeth,etc.)"
20140216155900,"Personal Weapons (hands,feet,teeth,etc.)"
20140216160801,"Personal Weapons (hands,feet,teeth,etc.)"
20140216163900,"Personal Weapons (hands,feet,teeth,etc.)"
20140216175801,"Personal Weapons (hands,feet,teeth,etc.)"
20140216181701,Handgun                                 
20140216185201,Handgun                                 
20140216192902,Other Weapon                            
20140216192902,"Personal Weapons (hands,feet,teeth,etc.)"
20140216202403,"Personal Weapons (hands,feet,teeth,etc.)"
20140216202902,Handgun                                 
20140216205802,Handgun                                 
20140216210102,"Personal Weapons (hands,feet,teeth,etc.)"
20140216212400,"Personal Weapons (hands,feet,teeth,etc.)"
20140216215700,"Personal Weapons (hands,feet,teeth,etc.)"
20140216230103,"Personal Weapons (hands,feet,teeth,etc.)"
20140216232401,Handgun                                 
20140216234600,"Personal Weapons (hands,feet,teeth,etc.)"
20140217011800,Other Weapon                            
20140217012300,"Personal Weapons (hands,feet,teeth,etc.)"
20140217015901,"Personal Weapons (hands,feet,teeth,etc.)"
20140217024502,"Personal Weapons (hands,feet,teeth,etc.)"
20140217084503,"Personal Weapons (hands,feet,teeth,etc.)"
20140217093702,Knife                                   
20140217093702,"Personal Weapons (hands,feet,teeth,etc.)"
20140217101005,"Personal Weapons (hands,feet,teeth,etc.)"
20140217104802,Knife                                   
20140217114202,Other Weapon                            
20140217134102,"Personal Weapons (hands,feet,teeth,etc.)"
20140217134605,"Personal Weapons (hands,feet,teeth,etc.)"
20140217134905,"Blunt Object(club,hammer,etc)           "
20140217144404,Handgun                                 
20140217151300,"Personal Weapons (hands,feet,teeth,etc.)"
20140217161701,"Blunt Object(club,hammer,etc)           "
20140217164204,"Personal Weapons (hands,feet,teeth,etc.)"
20140217175202,Vehicle                                 
20140217185101,"Personal Weapons (hands,feet,teeth,etc.)"
20140217185800,Not Applicable/None                     
20140217190102,"Personal Weapons (hands,feet,teeth,etc.)"
20140217194803,Not Applicable/None                     
20140217195400,"Personal Weapons (hands,feet,teeth,etc.)"
20140217201900,"Personal Weapons (hands,feet,teeth,etc.)"
20140217210601,"Personal Weapons (hands,feet,teeth,etc.)"
20140217212101,"Personal Weapons (hands,feet,teeth,etc.)"
20140217214401,Knife                                   
20140217225503,Other Weapon                            
20140218002500,"Personal Weapons (hands,feet,teeth,etc.)"
20140218011401,"Personal Weapons (hands,feet,teeth,etc.)"
20140218022702,"Personal Weapons (hands,feet,teeth,etc.)"
20140218023802,"Personal Weapons (hands,feet,teeth,etc.)"
20140218034301,"Personal Weapons (hands,feet,teeth,etc.)"
20140218064101,"Personal Weapons (hands,feet,teeth,etc.)"
20140218080905,Jimmy/Pry Tool or Device                
20140218082401,Vehicle                                 
20140218092803,"Personal Weapons (hands,feet,teeth,etc.)"
20140218095600,Not Applicable/None                     
20140218101104,Not Applicable/None                     
20140218110609,"Personal Weapons (hands,feet,teeth,etc.)"
20140218122903,"Personal Weapons (hands,feet,teeth,etc.)"
20140218124704,"Personal Weapons (hands,feet,teeth,etc.)"
20140218134400,"Personal Weapons (hands,feet,teeth,etc.)"
20140218140006,"Blunt Object(club,hammer,etc)           "
20140218142501,"Personal Weapons (hands,feet,teeth,etc.)"
20140218143000,Handgun                                 
20140218151307,"Personal Weapons (hands,feet,teeth,etc.)"
20140218152802,"Personal Weapons (hands,feet,teeth,etc.)"
20140218154904,Handgun                                 
20140218164500,Not Applicable/None                     
20140218173301,"Personal Weapons (hands,feet,teeth,etc.)"
20140218180600,Handgun                                 
20140218180600,"Personal Weapons (hands,feet,teeth,etc.)"
20140218181303,"Personal Weapons (hands,feet,teeth,etc.)"
20140218200702,Not Applicable/None                     
20140218200702,"Personal Weapons (hands,feet,teeth,etc.)"
20140218202904,"Personal Weapons (hands,feet,teeth,etc.)"
20140218203100,"Personal Weapons (hands,feet,teeth,etc.)"
20140218210703,Shotgun                                 
20140218215600,Vehicle                                 
20140218215700,Handgun                                 
20140218224002,"Personal Weapons (hands,feet,teeth,etc.)"
20140219001403,"Personal Weapons (hands,feet,teeth,etc.)"
20140219010900,"Personal Weapons (hands,feet,teeth,etc.)"
20140219044201,"Personal Weapons (hands,feet,teeth,etc.)"
